strategy_name,scenario,seed,implementation_shortfall_bps,execution_cost,market_impact_cost,total_transaction_fees,completion_rate,average_execution_price,arrival_price,vwap_slippage_bps,terminal_penalty,turnover,reward_total,action_0_pct,action_1_pct,action_2_pct,action_3_pct
Regime-Aware DQN,high_volatility,42,7.357915591855013,179946.29941816718,16141.686147096229,215.7322330809193,0.9672342997373496,139.6129535012776,139.55902417997186,28.024693444583598,16625.673930374145,60211954.303154156,,,,,
DQN (shuffled regime),high_volatility,42,116.9330273109337,775135.9052523526,3584.0714457944755,73.80791877555899,0.3328430030049257,139.5486025845297,139.55902417997186,23.61401546218477,758735.1168694105,20581267.304381087,,,,,
PPO,high_volatility,42,12.442636094231997,209027.91723218787,14135.484142937445,214.6354961494451,0.9712367498570773,139.69002340561093,139.55902417997186,33.58574965834078,63712.528377503666,59948409.819057725,,,,,
Regime-Aware PPO,high_volatility,42,9.591251220935511,194561.4407738899,13801.004730601571,220.6011671843061,0.9913999709053123,139.66800226898454,139.55902417997186,31.758393731253715,33047.11788702263,61598301.94414334,,,,,
PPO (shuffled regime),high_volatility,42,12.078564548390853,191517.0562252536,14201.902647795938,223.26969541808194,0.9995480030187149,139.7113127068018,139.55902417997186,35.1417100434247,2027.8815228084234,62368043.50298862,,,,,
TWAP,normal,42,20.61730852046137,130506.87321929885,3981.929887897222,157.86439063529835,0.9989489348236085,143.47890565472105,143.18665651101657,29.555726927406436,1392.7582160550958,45327308.868473664,,,,,
VWAP,normal,42,20.820690920406,129780.64012474267,4109.679793665463,158.1223107099835,0.9999953874959673,143.48252783900764,143.18665651101657,29.81750108022277,2.787323956918374,45401699.37147065,,,,,
POV,normal,42,21.43507158044813,122518.0667489487,5635.730267457951,158.1234543145684,1.0,143.49220849087789,143.18665651101657,27.21544474781711,0.0,45394764.67890928,,,,,
DQN,normal,42,21.871674739704172,126007.45539458713,6152.267238904433,158.05437191443315,0.9995231168436515,143.49796311807293,143.18665651101657,30.67885065969319,264.8745269355174,45378169.29621692,,,,,
Regime-Aware DQN,normal,42,23.9556726583016,133612.9666924792,5935.048924276825,158.1234543145684,1.0,143.52836310716023,143.18665651101657,32.85754296054343,0.0,45405859.57885282,,,,,
DQN (shuffled regime),normal,42,19.085728818389786,118439.5171600912,5171.405345439683,157.23981281446686,0.994061596450393,143.449928541506,143.18665651101657,27.490578980130245,3303.376172267185,45133921.18807357,,,,,
PPO,normal,42,20.35427001326249,132646.48986539355,4255.688289114414,156.0679315205968,0.9919154620724864,143.47728783451683,143.18665651101657,29.407607717697267,8442.828508847011,44810779.28819766,,,,,
Regime-Aware PPO,normal,42,20.40486523939091,129076.45241454613,4750.635570918895,152.74948753807607,0.9790058922095579,143.47427889460403,143.18665651101657,29.15395174083282,24682.11334557325,43844531.96427123,,,,,
PPO (shuffled regime),normal,42,24.30039781096228,150297.1751219179,3975.0680955061266,149.93123282818362,0.9650670339837266,143.5205579186372,143.18665651101657,32.24501286733803,41361.02650940258,43042060.65385867,,,,,
TWAP,normal,2024,21.816316066127992,58097.391612757834,2522.6011449622915,146.43704434967643,1.0,149.72012711730198,149.39855578165051,27.137263644453764,0.0,43829216.589429334,,,,,
VWAP,normal,2024,22.163996713446274,61150.806534609605,2622.2250506851456,146.43704434967646,1.0,149.72535858749228,149.39855578165051,27.495364495485063,0.0,43832270.00435119,,,,,
POV,normal,2024,19.92601947136118,58931.32126704532,3564.2237259076865,146.43704434967643,1.0,149.6936669571928,149.39855578165051,26.28609875681432,0.0,43830050.51908362,,,,,
DQN,normal,2024,21.138890238072587,71186.75804624466,3363.6305733277977,125.56653085850607,0.8603966084147817,149.64381537091938,149.39855578165051,22.05033026304593,35700.86782722551,37578396.76116652,,,,,
Regime-Aware DQN,normal,2024,23.09565775951911,85772.01299515231,3108.777371890802,126.87368158607963,0.8816400430056502,149.64026645730488,149.39855578165051,21.795767563011648,44105.61033420701,37966947.40340565,,,,,
